,id,caption,cluster
153,52717761046,the leaning tower of pisa,3
154,52461348022,the leaning tower of pisa,3
155,52462399203,the pisa cathedral,3
156,52462131609,the pisa cathedral,3
158,52462318045,the cathedral of pisa,3
159,52462315035,the pisa cathedral,3
160,52461349977,the entrance to the church of the saint of the angels,3
161,52461859881,the leaning tower of pisa,3
162,52462318630,the facade of the cathedral of pisa,3
163,52462319700,the statue of saint peter in the church of the santa maria in Pisa,3
164,52462188424,the inside of a cathedral,3
165,52461922491,the ceiling of the church of santa maria in Pisa,3
166,52462459163,the interior of a church,3
167,52461408037,the sistine chapel,3
168,52462459513,the statue of the virgin mary and the three wise men,3
169,52461408457,the interior of a church,3
170,52461923461,the altar in the church,3
171,52461408887,the interior of a church,3
172,52461924151,the interior of a church,3
173,52462460573,the interior of a cathedral,3
174,52461409492,the interior of the cathedral of siena,3
175,52461404612,the statue of the child in the church of the baptistery,3
176,52158050451,the altar of the church of siena,3
177,52158050301,the interior of a church,3
178,52158542025,the painting in the cathedral,3
179,52158286379,the painting of the holy family in the church,3
180,52158541820,the baptistery of siena,3
181,52158541730,the sign,3
182,52158541615,the dome of the church of the person,3
183,52158052108,the interior of a church,3
184,51858692733,the inside of a cathedral,3
185,52676901143,the pisa cathedral,3
186,52461924466,the interior of the cathedral of siena,3
187,52461407532,the tomb of saint peter in the church of the sainte-claire,3
188,52462455863,the ceiling of the baptistery of pisa,3
189,52462458603,"the tomb of saint peter in st peter's basilica, Pisa",3
190,52461920866,"the altar of the church of Pisa in , ",3
191,52461920741,the floor of the church,3
192,52461405582,the sistine chapel,3
193,52995470550,the leaning tower of pisa,3
194,52462189254,the interior of a church,3
195,52462456248,the altar in the church,3
196,52461404997,"a stained glass window in the cathedral of san marcos in Pisa, ",3
197,52461920566,a church with a statue of a bull,3
198,52462376350,the ceiling of the sistine chapel,3
199,52462376780,the cathedral of pisa,3
200,52462190544,the baptistery of sant'andrea in Pisa,3
201,52461921596,the baptistery of sant'andrea in Pisa,3
202,52462190804,the baptistery of siena,3
203,52462458383,the altar of the church of santa maria in Pisa,3
204,52461919541,the interior of the church of sant'anastasia,3
205,52461921256,"the dome of the cathedral of siena, Pisa",3
206,52461407062,a woman taking a picture of a fountain,3
207,51750676415,the interior of the cathedral of pisa,3
208,51750378504,the ceiling of the church of sant'anastasia in Pisa,3
209,51749730881,the interior of the church of Pisa,3
210,51748906777,the tomb of john watson,3
211,51748907397,the inside of a church,3
212,52909931204,the leaning tower of pisa,3
213,51748972167,the altar of the church of siena,3
214,51750446499,the interior of the cathedral of siena,3
215,51750447009,the statue of the three nuns in the church,3
216,52505843886,the door of the church of the holy sepulchre in Pisa,3
217,52506321245,the cathedral of pisa,3
218,52505844156,the leaning tower of pisa,3
219,52571728814,the interior of a church,3
220,51748900422,the altar of the church of Pisa in piazza san marco in r,3
221,51749977558,the inside of a church,3
222,51749729361,a church with hanging lamps,3
223,51749976748,the ceiling of the church of the santa maria,3
224,51749941398,the door of the church of santa maria del santuario in Pisa,3
225,51271551163,"the facade of the cathedral of siena, Pisa, with the statue of the person",3
226,51351253431,the inside of a cathedral,3
227,52506320705,a church,3
228,51749727591,the interior of a church,3
229,52506114264,the interior of a church,3
230,52506395223,a statue of a man,3
231,52506320970,the baptistery of sant'andrea in Pisa,3
232,52505843846,a church,3
233,51748855817,the interior of a church,3
234,52505843626,the door of the temple in Pisa,3
235,51750594675,the pisa cathedral,3
236,51748895792,the ceiling of a cathedral,3
237,51749726646,the interior of a church,3
238,51750594925,a bronze door panel depicting the nativity scene,3
239,51748898562,the interior of the church of Pisa,3
240,51748896962,the interior of the cathedral of pisa,3
241,51750602100,a bronze plaque depicting the life of jesus,3
242,51750371179,the columns of the piazza del campo,3
243,51750369724,"the piazza della signoria in Pisa, ",3
244,51749721956,a bronze relief depicting the birth of jesus,3
245,51750370919,"the entrance to the church of santa maria in Pisa, ",3
246,51490032097,the inside of a cathedral,3
247,51491751335,the interior of a church,3
248,51491533034,the cathedral of siena,3
249,51491751700,"the entrance to the cathedral of siena, Pisa",3
250,51542113439,a church with candles lit,3
251,51540602027,the ceiling of a cathedral,3
252,51542004521,the statue of the virgin mary and the children,3
253,51542317260,"the facade of the cathedral of siena, Pisa",3
254,51542250558,a lion statue in a church,3
255,51542004866,the baptistery of sant'andrea in Pisa,3
256,51376378397,the tomb of saint-philippe-du-saint-paul,3
257,51545346183,a building with a truck in front of it,3
258,52486955444,the entrance of the cathedral of siena,3
259,51838683095,the interior of a cathedral,3
260,51545829229,a building with a clock on it,3
261,51838301929,the ceiling of the cathedral in Pisa,3
262,51491750495,the leaning tower of pisa,3
263,51806088828,the interior of a cathedral,3
264,52168225281,the leaning tower of pisa,3
265,52167251052,a river in Pisa,3
266,52169819176,a door in front of a building,3
267,52169835413,the cathedral of pisa,3
268,52172019870,a large door with ornate designs,3
269,52172574341,the inside of a church,3
270,52174442708,the inside of a cathedral,3
271,52179686543,the facade of the cathedral of pisa,3
272,52179686793,the cathedral of pisa,3
273,52910229648,the leaning tower of pisa,3
274,52178654167,the leaning tower of pisa greeting card,3
275,52182110000,a painting on the wall of a church,3
276,52180637367,the frescoes in the church of Pisa,3
277,52184131106,a lion and a deer in a stone sculpture,3
278,52184138163,a marble relief depicting the death of jesus,3
279,52184138328,a woman lying on a stone,3
280,51865607339,a church with columns and people sitting,3
281,51864095629,the statue of the apostles in the cathedral of siena,3
282,51862061031,the fountain in the church of Pisa,3
283,51862716735,"the cathedral of siena, Pisa",3
284,52370006248,the door of the sistine chapel,3
285,51914892842,the cathedral of pisa,3
286,51838301734,the interior of a church,3
287,51859269170,the interior of the sistine chapel,3
288,51836997447,the ceiling of a cathedral,3
289,52862419235,the leaning tower of pisa,3
290,51836997012,the ceiling of the piazza del sistema,3
291,51858781757,the entrance to the cathedral of pisa,3
292,51733480036,"the city of Pisa, ",3
293,51734379070,the floor of the mosque,3
294,51733721573,the tomb of the unknown soldier,3
295,51734369840,the cathedral of pisa,3
296,51734407810,the statue of liberty in the park,3
297,51733716433,"the city of Pisa, ",3
298,51733479866,Pisa from the top of the bell tower,3
299,51734407425,"the church of Pisa in , ",3
300,51732678752,the floor of the mosque of Pisa,3
301,51734384225,a stone sink in a church,3
302,51734370950,a bell in a tower,3
303,51732656247,the bell in the tower of sant'andrea,3
304,51733480926,"the bell in the tower of the cathedral of siena, Pisa",3
305,51732656917,the bell tower of pisa,3
306,51733718003,the leaning tower of pisa,3
307,51732657122,the leaning tower of pisa,3
308,51733481551,the view from the top of the building,3
309,51733481656,the view from the balcony of a building,3
310,51734129199,the bell in the cathedral of pisa,3
311,51732654772,the leaning tower of pisa,3
312,51734172714,the bell tower of the church of santa maria in Pisa,3
313,51733481956,the city of Pisa from the bell tower of the cathedral,3
314,51733476971,the leaning tower of pisa,3
315,51734125814,the leaning tower of pisa,3
316,51734125959,"the baptistery of sant'andrea in Pisa, ",3
317,51862141308,the pisa cathedral,3
318,51734126114,the tower of pisa,3
319,51732652882,the sculpture of the dog in the courtyard of the villa di venezia,3
320,51733714453,the leaning tower of pisa,3
321,51732653102,the view from the top of the bell tower of the university of pisa,3
322,51733477751,the leaning tower of pisa,3
323,51733714928,the view from the top of a building,3
324,51734127044,"the city of Pisa, ",3
325,51732653787,a view of a city from a fish eye lens,3
326,51732653907,the bell in the bell tower,3
327,51732654012,a bell in a church,3
328,51734368865,Pisa from the top of the bell tower,3
329,51734127664,the bell tower of the church of st jude,3
330,51734128039,"the bell tower of the cathedral of siena, Pisa",3
331,51733759758,"the church of Pisa, ",3
332,51733734608,the interior of the church of the baptistery of the baptistery of the baptister,3
333,51733718443,"the view from the top of the bell tower of the cathedral of siena, Pisa",3
334,51734372560,"the city of Pisa, ",3
335,51734151279,the interior of the church of the baptistery of the baptistery of the baptister,3
336,51734131029,"the city of Pisa, ",3
337,51734137984,the tomb of the saint of the city of Pisa,3
338,51734138289,a marble bench in a church,3
339,51734173659,"the city of Pisa, ",3
340,51734415610,"the city of Pisa, ",3
341,51733726758,the interior of the mosque of istanbul,3
342,51734139659,a marble statue in a museum,3
343,51734393505,the inside of a church with arches and windows,3
344,51733492101,the tomb of the unknown soldier in the church of the unknown soldier in Pisa,3
345,51733760498,the river in Pisa,3
346,51734383570,the tomb of the prophet isaac,3
347,51734145184,the inside of a church,3
348,51733733563,the inside of a building with arches,3
349,51733733698,the interior of the villa di piave,3
350,51733733833,the courtyard of the abbey of saint-louis-de-l'arc,3
351,51732673947,the inside of a building with many windows,3
352,51734415210,"the city of Pisa, ",3
353,51733498926,the courtyard of the cathedral of pisa,3
354,51734148529,the inside of a church with the sun shining through the windows,3
355,51734150309,the inside of a cathedral,3
356,51732700877,"the city of Pisa, ",3
357,51733740008,the interior of the basilica of st. marcellus in Pisa,3
358,51734395620,the interior of a church,3
359,51734135094,"the floor of the church of the holy sepulchre in Pisa, ",3
360,51732691182,the entrance of the church of sant'andrea in Pisa,3
361,51734131334,the leaning tower of pisa,3
362,51732689567,"the facade of the palazzo della signoria in Pisa, ",3
363,51861097587,the pisa cathedral,3
364,51862714475,the pisa cathedral,3
365,51734373670,the cathedral of pisa from the top of the tower,3
366,51733720258,the leaning tower of pisa,3
367,51733484871,a marble sculpture in a church,3
368,51733488336,a marble altar in a church,3
369,51733507976,the inside of a cathedral,3
370,51734366635,the leaning tower of pisa,3
371,51733761773,"the city of Pisa, ",3
372,51734174049,"the city of Pisa, ",3
373,51733526096,"the city of Pisa, ",3
374,51734403790,the statue of mary in the center of the square,3
375,51733746178,the leaning tower of pisa,3
376,51733508766,the leaning tower of pisa,3
377,51733760133,"the river piave in Pisa, ",3
378,51733476561,the entrance to the cathedral of sicily,3
379,51733474856,"the leaning tower of pisa, Pisa",3
380,51733476311,the leaning tower of pisa,3
381,51733520853,the leaning tower of pisa,3
382,51734173280,the leaning tower of pisa,3
383,51734173440,the leaning tower of pisa,3
384,52589138601,the column of the basilica of santander,3
385,52588657952,the column of the basilica of sant'anastasio in Pisa,3
386,51732459287,the cathedral of pisa,3
387,51733932079,the cathedral of pisa,3
388,51733932239,the leaning tower of pisa,3
389,51733932349,the leaning tower of pisa,3
390,51733284476,the piazza del campo in Pisa,3
391,51732460017,the leaning tower of pisa,3
392,51733932659,the leaning tower of pisa,3
393,51732460222,the leaning tower of pisa,3
394,51734174510,the leaning tower of pisa,3
395,51734174615,the leaning tower of pisa,3
396,51805953781,the leaning tower of pisa,3
397,51792141971,the pisa cathedral,3
398,51946308072,the leaning tower of pisa,3
399,51960855400,a nun walking in front of a church,3
400,51733933199,the leaning tower of pisa,3
401,51732458957,the leaning tower of pisa,3
402,51734173080,the leaning tower of pisa and the piazza del Campo,3
403,52589138691,the interior of the church of the holy sepulcher in Pisa,3
404,51806208981,the pisa cathedral,3
405,51838474936,the pisa cathedral,3
406,51837525042,the inside of a cathedral,3
407,51806569799,the leaning tower of pisa,3
408,51806213066,a person wearing a mask standing in front of a castle,3
409,51806933685,"the leaning tower of pisa, Pisa",3
410,51806209316,"the castle of pisa, Pisa",3
411,51805249462,the cathedral of pisa,3
412,51806933385,the cathedral of pisa,3
413,51607405753,the leaning tower of pisa,3
414,51733931404,the leaning tower of pisa,3
415,52588677177,the pisa cathedral,3
416,52588677157,the pisa cathedral,3
417,52589589580,the madonna and child in the church of the santissima trinitÃ dei,3
418,52589420059,a man sitting on a throne in front of a building,3
419,52589420034,a mosaic on the side of a building,3
420,52589139076,the pisa cathedral,3
421,51733518733,the cathedral at night,3
422,51734172740,the leaning tower of pisa,3
423,51733520763,the leaning tower of pisa,3
424,51733285646,the leaning tower of pisa,3
425,51734125009,"the door of the cathedral of siena, Pisa",3
426,51733285796,the leaning tower of pisa,3
427,51733473671,the leaning tower of pisa,3
428,51733473816,the leaning tower of pisa,3
429,52234466262,the interior of the cathedral of pisa,3
430,51732649187,the leaning tower of pisa,3
431,51734122824,the leaning tower of pisa,3
432,51733474361,the leaning tower of pisa,3
433,51732649757,the leaning tower of pisa,3
434,51734364865,the leaning tower of pisa,3
435,51734171904,the building of the town hall of pisa,3
436,51732650142,the leaning tower of pisa,3
437,51734123739,the leaning tower of pisa,3
438,51734123864,the leaning tower of pisa,3
439,51732650507,the leaning tower of pisa,3
440,51734124199,the leaning tower of pisa,3
441,51733475651,the leaning tower of pisa,3
442,51733475781,the leaning tower of pisa,3
443,51733712738,the leaning tower of pisa,3
444,51734124819,the pisa cathedral,3
445,51862392654,the pisa cathedral,3
446,51732648887,the leaning tower of pisa,3
447,51733710538,the leaning tower of pisa,3
448,51734363675,"the streets of Pisa, ",3
449,51733935539,the river in the city of Pisa,3
450,51733521223,the leaning tower of pisa,3
451,51734175520,the leaning tower of pisa,3
452,51734175860,the town hall of florence,3
453,51732462117,the church of santa maria in Pisa,3
454,51733522478,"the street of the city of Pisa, stock photography",3
455,51734176620,"the city of Pisa, ",3
456,51734176720,the river piave in Pisa,3
457,51734176850,"the bridge of siena, Pisa",3
458,51732654397,the inside of a church,3
459,51733473226,a street in a city with many buildings,3
460,51734371570,the bell in the tower of the cathedral of pisa,3
461,51734143184,the marble basin in the church of the baptistery,3
462,51733498671,the courtyard of the cathedral of pisa,3
463,51734153559,the interior of a church,3
464,51732681292,the inside of a cathedral,3
465,51733709928,a building in the city of Pisa,3
466,51733472951,a building in the city of Pisa,3
467,51734363470,a building in Pisa,3
468,51733524056,"the city of Pisa, ",3
469,51733730778,the tomb of person in the church of the holy sepulchre in Pisa,3
470,51733758758,the old building in the city,3
471,51733735898,"the cathedral of siena, Pisa",3
472,51490212465,a man standing in front of a building,3
473,51734391270,the interior of the church of the santissima annunciata in Pisa,3
474,51732676382,the tomb of the apostle paul in the basilica of the apostle paul in Pisa,3
475,51734149189,"the floor of the church of the person in the city of Pisa, ",3
476,51733500426,"the tomb of the roman emperor, Pisa, ",3
477,51733736958,the inside of a building with a long hallway,3
478,51733736798,the inside of a building with many windows,3
479,51733736628,the inside of a church with arches and windows,3
480,51732675382,the courtyard of the cathedral of pisa,3
481,51732675192,"the cloister of the cathedral of siena, Pisa",3
482,52402076152,a statue of the virgin mary on the side of a building,3
483,51734149944,the interior of the pompeii museum,3
484,52403020795,a police car parked in front of a brick wall,3
485,51734147964,a statue in a church,3
486,52403022030,the pisa cathedral,3
487,52402875369,a scene in a church with a large metal plaque,3
488,51733735668,the inside of the cathedral of venice,3
489,51733735568,"the cathedral of siena, Pisa",3
490,51732674127,the courtyard of the abbey of saint-louis-les-bains,3
491,51733497826,the interior of the villa di pompeii,3
492,51732673252,"the floor of the church of the holy sepulcher in Pisa, ",3
493,51732673052,the courtyard of the cathedral of lyon,3
494,51732676842,the interior of the church,3
495,51734150109,the inside of a building with many windows,3
496,51733494006,a marble bench in a church,3
497,51733741558,the inside of a cathedral,3
498,51733508166,"the ceiling of the cathedral of siena, Pisa",3
499,51733744073,the interior of a church,3
500,51732682962,the ceiling of a cathedral,3
501,51734155614,the interior of a cathedral,3
502,51734397010,the inside of a cathedral,3
503,51732681992,the inside of a cathedral,3
504,51734154694,the inside of a cathedral,3
505,51733506156,the inside of a cathedral,3
506,51732681472,the ceiling of a cathedral,3
507,51734395845,the ceiling of a cathedral,3
508,51732680502,the interior of a church,3
509,51734392255,the floor of the pompeii ruins,3
510,51734152994,the interior of a church,3
511,51734394605,the interior of a cathedral,3
512,51734152649,the inside of a cathedral,3
513,51734152489,the interior of a cathedral,3
514,51734394135,the interior of a church,3
515,51733503691,the leaning tower of pisa,3
516,51734151474,the interior of the ancient palace of the pompeii,3
517,51733739078,the interior of the church of the holy sepulchre in Pisa,3
518,51732677977,the interior of the cathedral of siena,3
519,51732677752,the floor of the temple of jesus in Pisa,3
520,51732672362,the altar of the church of the saint of the holy cross in the city of Pisa,3
521,51734387010,the interior of the church of the santissima trinitÃ in Pisa,3
522,51733496501,"the tomb of the painter and sculptor, marco di pietro",3
523,51733491216,a marble altar in a church,3
524,51734137824,the marble floor in the church,3
525,51732664807,a marble tomb in a room,3
526,51734380020,a marble bench in a church,3
527,51734380195,the interior of the al-hamdulillah mosque in Pisa,3
528,51734380535,the tomb of the prophet isaac,3
529,51734380675,the interior of the tomb of the prophet muhammad,3
530,52442140463,the cathedral of pisa,3
531,51734139164,the interior of the church of the holy sepulchre in Pisa,3
532,51734381025,the tomb of the prophet isaac,3
533,51733727608,the courtyard of the cathedral of siena,3
534,51733728093,a marble cabinet with carvings,3
535,51733496366,the inside of a large building,3
536,51734140279,a bench in an old building,3
537,51734382065,a marble fountain in the middle of a room,3
538,51733492266,a marble basin in a room,3
539,51733492591,a marble fireplace in a building,3
540,51734141294,a marble altar in a church,3
541,51734141524,a marble altar in a church,3
542,51733493071,the baptistery of the church of the santuario de san martin in s,3
543,51733493361,the marble reliefs in the church of the holy sepulchre in Pisa,3
544,51734383900,a stone sink in a room,3
545,51734142309,a marble chest in a room,3
546,51734379215,a wall with a sculpture on it,3
547,51734378910,a marble sculpture in a church,3
548,51734378760,a stone altar with a statue on it,3
549,51734378450,a stone bench with a brick wall,3
550,51732671537,a marble altar with angels on it,3
551,51733732483,a marble bench in a church,3
552,51733732363,a bathtub in a marble building,3
553,51733495681,the tomb of the prophet muhammad,3
554,51734385795,the carvings in the tomb of person,3
555,51733731908,a bench in a building with a statue,3
556,51734143809,a stone bench in a church,3
557,51734385270,the marble bench in the church of the holy sepulchre,3
558,51732670162,a marble urn in the middle of a stone wall,3
559,51732669807,a small fountain in the middle of a wall,3
560,51734376330,the tomb of person in the church of the person in Pisa,3
561,51732661602,a skull and crossbones on a wall,3
562,51734376890,a stone chest in a room,3
563,51734135389,a marble altar in a church,3
564,51732662237,a marble casket in a room,3
565,51733723618,a stone altar with statues,3
566,51734135929,a stone bathtub in a brick building,3
567,51732662742,a marble urn in a church,3
568,51732662947,three stone pillars in a room,3
569,51734378075,a stone bench with carvings on it,3
570,51734378260,a stone sink in a church,3
571,51734376190,a plaque with a skull and crossbones on it,3
572,51733508371,the interior of a cathedral,3
573,51733508546,the interior of a cathedral,3
574,51733753323,a park in the fall,3
575,51733519091,"the city of Pisa, ",3
576,51732694217,the facade of the church of sant'andrea in Pisa,3
577,51733518826,"the city of Pisa, ",3
578,51734166934,the old building in the center of the city,3
579,51732693622,a column with a statue on it,3
580,51734408585,"the narrow alley in the old town of Pisa, ",3
581,52368364532,the pisa cathedral,3
582,52368364522,the pisa cathedral,3
583,51733518101,the old town of Pisa,3
584,51733518001,a street in Pisa,3
585,51734407610,"the church of Pisa in , ",3
586,51734163234,"the facade of the palazzo delle pietre dure in Pisa,",3
587,51734407280,"the church of Pisa, ",3
588,51733516766,a building in the city of Pisa,3
589,51734406940,a church in Pisa,3
590,51733516476,"the streets of Pisa, ",3
591,51734164379,a street in a small town,3
592,51734164229,the door of the church of the spanish mission in Pisa,3
593,51732691067,the square of piazza san giovanni in piazza san giovanni in,3
594,51733751563,"the church of st paul in Pisa, ",3
595,51734163629,the church of st lucia in Pisa,3
596,51734163514,the building of the person,3
597,51734409580,the market in piazza delle feste in piazza delle feste in,3
598,51734167639,the courtyard of the old town of Pisa,3
599,51732694702,"the market of Pisa, ",3
600,51733519856,"the church of Pisa in , ",3
601,51733758433,a street in the city of Pisa,3
602,51733758238,"a church in the city of Pisa, ",3
603,51733757803,a building with a motorcycle parked in front of it,3
604,51734412600,"the sign of the town hall of Pisa, ",3
605,51734147424,the courtyard of the palace of siena,3
606,51733737773,the interior of the church of the saint of the dead in Pisa,3
607,51734170409,"the old town of Pisa, ",3
608,51734153174,the inside of a cathedral,3
609,51733719263,"the city of Pisa, ",3
610,51733757338,a church in the city of Pisa,3
611,51733521856,the old building in the city,3
612,51733521706,"the church of the holy spirit in Pisa, ",3
613,51732696672,the old city of Pisa,3
614,51734411685,the church of santa maria in Pisa,3
615,51734169539,a church in Pisa,3
616,51733756498,"the city of Pisa, ",3
617,51734411200,"the city of Pisa, ",3
618,51733520691,a bridge over a river with buildings in the background,3
619,52369979660,the leaning tower of pisa,3
620,51733755893,the statue of the liberator of Pisa in the center of the town,3
621,51732695362,the entrance of the church of the saint of the city of lucca,3
622,51733751223,the building of the senate of the republic of italy,3
623,51733514931,the facade of the vatican museum,3
624,51734157274,"the leaning tower of pisa, Pisa",3
625,51733747793,the leaning tower of pisa,3
626,51733484471,the water fountain in the middle of the hall of the great hall of the great hall of the,3
627,51733484586,the altar in the church of the baptistery in Pisa,3
628,51733484726,the marble altar in the church of the person,3
629,51733721763,the floor of the church,3
630,51733721923,the skull of the saint of the church of the saint of the church of the saint of the,3
631,51732660992,the interior of the church,3
632,51733722228,a stone altar in a church,3
633,51733485656,the floor of the church of the holy sepulchre in Pisa,3
634,51733512066,the leaning tower of pisa,3
635,51733511861,the leaning tower of pisa,3
636,51732686932,the leaning tower of pisa,3
637,51734405215,"the piazza delle signore in Pisa, ",3
638,51733511401,the leaning tower of pisa,3
639,51734401355,the inside of a building with pillars,3
640,51732686402,the leaning tower of pisa,3
641,51733746948,the leaning tower of pisa,3
642,51734400830,"the leaning tower of pisa, Pisa",3
643,51734400590,the leaning tower of pisa,3
644,51733510251,the leaning tower of pisa,3
645,51734399865,the leaning tower of pisa,3
646,51734157654,the leaning tower of pisa,3
647,51733745378,the cathedral of pisa,3
648,51734374835,a flower vase on a stone floor,3
649,51734374715,"the cathedral of siena, Pisa",3
650,51734160479,the leaning tower of pisa,3
651,51734160729,"the city of Pisa, ",3
652,51734405075,the statue of the king of spain in front of the palace of the king of spain,3
